,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTPTN,ATPTN,HGSTN,HGCTN,AGSTN,AGCTN,histhome,histaway
1523,SP1,18/08/13,Barcelona,Levante,7,0,H,6,0,H,22,4,13,1,15,16,9,3,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,841,309
1524,SP1,18/08/13,Osasuna,Granada,1,2,A,0,2,A,14,13,5,4,15,17,7,6,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,244,219
1525,SP1,18/08/13,Real Madrid,Betis,2,1,H,1,1,D,20,11,9,4,11,20,5,7,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,811,272
1526,SP1,18/08/13,Sevilla,Ath Madrid,1,3,A,1,1,D,14,16,5,6,12,13,1,9,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,542,650
1527,SP1,19/08/13,Almeria,Villarreal,2,3,A,1,0,H,15,14,2,4,17,14,6,10,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,144,470
1528,SP1,19/08/13,Celta,Espanol,2,2,D,1,0,H,15,6,10,5,23,12,7,2,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,291,422
1529,SP1,19/08/13,Vallecano,Elche,3,0,H,2,0,H,11,8,5,1,16,11,3,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,226,81
1530,SP1,23/08/13,Ath Bilbao,Osasuna,2,0,H,1,0,H,8,18,2,5,15,20,5,10,2,2,0,0,3.0,0.0,2.0,1.0,1.0,2.0,499,244
1531,SP1,23/08/13,Getafe,Almeria,2,2,D,1,2,A,14,16,5,7,15,17,2,7,2,1,0,0,0.0,0.0,0.0,2.0,2.0,3.0,366,144
1532,SP1,24/08/13,Elche,Sociedad,1,1,D,1,0,H,12,11,2,4,9,12,4,2,4,3,0,0,0.0,3.0,0.0,3.0,2.0,0.0,81,424
1533,SP1,24/08/13,Espanol,Valencia,3,1,H,1,1,D,13,8,3,2,17,12,6,3,3,3,0,0,1.0,3.0,2.0,2.0,1.0,0.0,422,557
1534,SP1,24/08/13,Villarreal,Valladolid,2,1,H,1,1,D,17,6,6,2,11,25,8,3,4,2,0,0,3.0,0.0,3.0,2.0,1.0,2.0,470,115
1535,SP1,25/08/13,Ath Madrid,Vallecano,5,0,H,3,0,H,14,7,5,1,11,9,8,3,0,1,0,0,3.0,3.0,3.0,1.0,3.0,0.0,650,226
1536,SP1,25/08/13,Betis,Celta,1,2,A,0,0,D,20,13,6,4,9,18,12,8,1,3,0,1,0.0,1.0,1.0,2.0,2.0,2.0,272,291
1537,SP1,25/08/13,Levante,Sevilla,0,0,D,0,0,D,8,18,3,3,17,18,5,7,3,5,0,0,0.0,0.0,0.0,7.0,1.0,3.0,309,542
1538,SP1,25/08/13,Malaga,Barcelona,0,1,A,0,1,A,9,15,3,11,14,12,2,11,3,2,0,0,0.0,3.0,0.0,1.0,7.0,0.0,407,841
1539,SP1,26/08/13,Granada,Real Madrid,0,1,A,0,1,A,8,21,3,8,14,10,5,8,4,2,0,0,3.0,3.0,2.0,1.0,2.0,1.0,219,811
1540,SP1,30/08/13,Almeria,Elche,2,2,D,2,1,H,9,15,5,9,18,18,4,5,3,5,1,0,1.0,1.0,4.0,5.0,3.0,7.0,144,81
1541,SP1,30/08/13,Vallecano,Levante,1,2,A,0,1,A,23,6,8,2,14,17,8,1,4,3,1,0,3.0,1.0,3.0,5.0,0.0,7.0,226,309
1542,SP1,31/08/13,Celta,Granada,1,1,D,1,0,H,17,3,4,1,9,6,6,5,1,2,0,0,4.0,3.0,4.0,3.0,2.0,2.0,291,219
1543,SP1,31/08/13,Osasuna,Villarreal,0,3,A,0,2,A,9,9,3,4,15,14,7,8,3,2,0,0,0.0,6.0,1.0,4.0,6.0,5.0,244,470
1544,SP1,31/08/13,Valladolid,Getafe,1,0,H,0,0,D,21,16,6,0,19,8,10,5,2,2,0,0,0.0,1.0,2.0,4.0,2.0,4.0,115,366
1545,SP1,01/09/13,Espanol,Betis,0,0,D,0,0,D,10,8,3,3,19,14,7,7,2,4,0,0,4.0,0.0,5.0,3.0,2.0,4.0,422,272
1546,SP1,01/09/13,Real Madrid,Ath Bilbao,3,1,H,2,0,H,20,12,7,2,15,13,9,6,1,2,0,0,6.0,6.0,3.0,1.0,4.0,1.0,811,499
1547,SP1,01/09/13,Sevilla,Malaga,2,2,D,1,1,D,15,15,7,6,17,13,10,1,3,3,0,1,1.0,0.0,1.0,3.0,0.0,2.0,542,407
1548,SP1,01/09/13,Sociedad,Ath Madrid,1,2,A,0,1,A,10,16,4,9,19,21,5,5,2,4,0,0,4.0,6.0,3.0,1.0,10.0,1.0,424,650
1549,SP1,01/09/13,Valencia,Barcelona,2,3,A,2,3,A,16,20,10,9,20,11,5,7,2,3,0,0,3.0,6.0,2.0,3.0,3.0,3.0,557,841
1550,SP1,14/09/13,Ath Madrid,Almeria,4,2,H,2,1,H,20,7,8,2,15,17,8,1,2,4,0,0,9.0,2.0,10.0,2.0,7.0,5.0,650,144
1551,SP1,14/09/13,Barcelona,Sevilla,3,2,H,1,0,H,19,7,10,2,12,17,6,9,2,5,0,0,9.0,2.0,11.0,2.0,9.0,2.0,841,542
1552,SP1,14/09/13,Levante,Sociedad,0,0,D,0,0,D,13,13,5,3,16,12,5,1,3,1,0,0,4.0,4.0,2.0,8.0,2.0,10.0,309,424
1553,SP1,14/09/13,Villarreal,Real Madrid,2,2,D,1,1,D,19,20,9,6,14,13,10,3,2,3,0,0,9.0,9.0,8.0,3.0,9.0,4.0,470,811
1554,SP1,15/09/13,Betis,Valencia,3,1,H,3,0,H,21,5,9,2,15,3,7,13,0,1,0,0,1.0,3.0,2.0,4.0,4.0,8.0,272,557
1555,SP1,15/09/13,Getafe,Osasuna,2,1,H,1,1,D,14,11,5,6,15,17,7,4,2,4,0,0,1.0,0.0,2.0,5.0,0.0,7.0,366,244
1556,SP1,15/09/13,Granada,Espanol,0,1,A,0,0,D,9,7,1,3,17,16,4,4,3,3,1,0,4.0,5.0,3.0,3.0,7.0,4.0,219,422
1557,SP1,15/09/13,Malaga,Vallecano,5,0,H,2,0,H,17,12,9,2,13,16,6,5,1,2,0,0,1.0,3.0,2.0,4.0,1.0,8.0,407,226
1558,SP1,16/09/13,Ath Bilbao,Celta,3,2,H,1,1,D,16,8,6,3,7,18,4,2,2,3,0,0,6.0,5.0,5.0,4.0,7.0,3.0,499,291
1559,SP1,16/09/13,Elche,Valladolid,0,0,D,0,0,D,10,8,5,4,18,9,10,4,4,1,0,0,2.0,3.0,3.0,6.0,3.0,6.0,81,115
1560,SP1,20/09/13,Osasuna,Elche,2,1,H,1,0,H,8,13,3,4,17,7,5,8,2,1,0,0,0.0,3.0,2.0,9.0,3.0,6.0,244,81
1561,SP1,21/09/13,Almeria,Levante,2,2,D,1,0,H,13,16,8,7,16,18,1,7,4,7,1,0,2.0,5.0,8.0,11.0,8.0,8.0,144,309
1562,SP1,21/09/13,Sociedad,Malaga,0,0,D,0,0,D,10,11,2,4,10,14,5,4,3,3,0,0,5.0,4.0,4.0,3.0,10.0,3.0,424,407
1563,SP1,21/09/13,Valladolid,Ath Madrid,0,2,A,0,0,D,12,15,2,6,15,13,2,6,2,2,0,0,4.0,12.0,3.0,4.0,9.0,7.0,115,650
1564,SP1,21/09/13,Vallecano,Barcelona,0,4,A,0,1,A,14,14,9,8,21,16,6,14,2,1,0,0,3.0,12.0,4.0,12.0,10.0,11.0,226,841
1565,SP1,22/09/13,Betis,Granada,0,0,D,0,0,D,19,4,6,1,13,11,5,3,4,1,0,0,4.0,4.0,5.0,5.0,3.0,6.0,272,219
1566,SP1,22/09/13,Celta,Villarreal,0,0,D,0,0,D,5,12,1,4,14,13,2,6,5,1,0,0,5.0,10.0,7.0,7.0,10.0,6.0,291,470
1567,SP1,22/09/13,Real Madrid,Getafe,4,1,H,2,1,H,29,7,11,4,13,15,9,5,1,3,0,1,10.0,4.0,8.0,4.0,5.0,3.0,811,366
1568,SP1,22/09/13,Valencia,Sevilla,3,1,H,1,0,H,26,9,6,3,15,12,8,8,2,1,0,0,3.0,2.0,5.0,9.0,6.0,9.0,557,542
1569,SP1,23/09/13,Espanol,Ath Bilbao,3,2,H,1,1,D,11,9,6,3,17,11,3,6,2,2,0,0,8.0,9.0,6.0,3.0,9.0,8.0,422,499
1570,SP1,24/09/13,Ath Madrid,Osasuna,2,1,H,2,1,H,13,7,4,1,11,14,11,2,3,1,0,0,15.0,3.0,16.0,4.0,17.0,7.0,650,244
1571,SP1,24/09/13,Barcelona,Sociedad,4,1,H,3,0,H,23,9,9,5,6,12,6,1,0,1,0,0,15.0,6.0,18.0,4.0,14.0,4.0,841,424
1572,SP1,24/09/13,Levante,Valladolid,1,1,D,1,1,D,24,4,4,2,13,13,7,0,2,4,0,1,6.0,4.0,4.0,10.0,2.0,10.0,309,115
1573,SP1,24/09/13,Malaga,Almeria,2,0,H,0,0,D,16,7,7,2,12,13,9,5,2,1,0,0,5.0,3.0,7.0,4.0,6.0,10.0,407,144
1574,SP1,25/09/13,Elche,Real Madrid,1,2,A,0,0,D,11,12,3,5,23,9,4,5,8,2,1,0,3.0,13.0,4.0,8.0,9.0,9.0,81,811
1575,SP1,25/09/13,Granada,Valencia,0,1,A,0,0,D,13,14,4,3,19,15,5,5,4,2,0,0,5.0,6.0,3.0,4.0,7.0,7.0,219,557
1576,SP1,25/09/13,Sevilla,Vallecano,4,1,H,1,0,H,16,10,7,4,14,18,4,2,3,4,0,2,2.0,3.0,6.0,11.0,5.0,17.0,542,226
1577,SP1,26/09/13,Ath Bilbao,Betis,2,1,H,0,0,D,20,10,8,5,8,13,8,4,1,5,0,0,9.0,5.0,10.0,9.0,7.0,2.0,499,272
1578,SP1,26/09/13,Getafe,Celta,2,0,H,1,0,H,14,9,3,2,14,8,11,5,2,1,0,0,4.0,6.0,5.0,10.0,6.0,9.0,366,291
1579,SP1,26/09/13,Villarreal,Espanol,2,1,H,1,0,H,8,12,5,3,15,22,3,5,1,3,0,0,11.0,11.0,10.0,5.0,14.0,7.0,470,422
1580,SP1,27/09/13,Valladolid,Malaga,2,2,D,0,1,A,13,11,3,4,6,7,11,4,3,0,0,0,5.0,8.0,4.0,7.0,5.0,4.0,115,407
1581,SP1,28/09/13,Almeria,Barcelona,0,2,A,0,1,A,5,15,1,4,20,15,2,3,1,2,0,0,3.0,18.0,10.0,15.0,18.0,14.0,144,841
1582,SP1,28/09/13,Real Madrid,Ath Madrid,0,1,A,0,1,A,20,13,5,4,21,18,2,7,4,4,0,0,16.0,18.0,14.0,6.0,12.0,5.0,811,650
1583,SP1,28/09/13,Sociedad,Sevilla,1,1,D,0,1,A,17,10,5,3,11,10,8,5,0,4,0,1,6.0,5.0,5.0,7.0,9.0,7.0,424,542
1584,SP1,28/09/13,Valencia,Vallecano,1,0,H,1,0,H,5,13,4,3,14,21,3,5,3,5,0,0,9.0,3.0,9.0,10.0,10.0,14.0,557,226
1585,SP1,29/09/13,Betis,Villarreal,1,0,H,1,0,H,11,7,5,2,15,13,5,6,6,3,0,0,5.0,14.0,6.0,7.0,7.0,6.0,272,470
1586,SP1,29/09/13,Celta,Elche,0,1,A,0,0,D,7,14,1,4,17,16,7,4,1,3,0,0,6.0,3.0,7.0,9.0,9.0,11.0,291,81
1587,SP1,29/09/13,Espanol,Getafe,0,2,A,0,0,D,14,7,3,3,8,14,14,4,1,3,0,0,11.0,7.0,10.0,7.0,9.0,7.0,422,366
1588,SP1,29/09/13,Osasuna,Levante,0,1,A,0,0,D,20,15,5,5,17,15,9,6,5,2,1,0,3.0,7.0,5.0,12.0,7.0,13.0,244,309
1589,SP1,30/09/13,Granada,Ath Bilbao,2,0,H,0,0,D,13,11,5,4,17,10,5,2,2,1,0,0,5.0,12.0,3.0,5.0,7.0,8.0,219,499
1590,SP1,04/10/13,Malaga,Osasuna,0,1,A,0,1,A,15,13,3,6,7,14,6,6,1,5,0,0,9.0,3.0,11.0,6.0,8.0,7.0,407,244
1591,SP1,04/10/13,Villarreal,Granada,3,0,H,1,0,H,16,8,4,1,9,13,6,4,0,1,0,0,14.0,8.0,12.0,7.0,12.0,6.0,470,219
1592,SP1,05/10/13,Barcelona,Valladolid,4,1,H,1,1,D,21,7,8,1,7,15,7,4,0,3,0,0,21.0,6.0,24.0,5.0,25.0,8.0,841,115
1593,SP1,05/10/13,Elche,Espanol,2,1,H,1,0,H,12,13,6,3,13,19,4,5,1,1,0,1,6.0,11.0,6.0,10.0,6.0,14.0,81,422
1594,SP1,05/10/13,Levante,Real Madrid,2,3,A,0,0,D,13,27,5,10,18,13,3,8,1,3,0,0,10.0,16.0,6.0,11.0,7.0,13.0,309,811
1595,SP1,05/10/13,Vallecano,Sociedad,1,0,H,0,0,D,11,18,1,6,9,8,7,6,2,2,0,0,3.0,7.0,5.0,21.0,6.0,21.0,226,424
1596,SP1,06/10/13,Ath Bilbao,Valencia,1,1,D,0,1,A,17,12,8,5,8,6,9,2,2,2,0,0,12.0,12.0,12.0,12.0,12.0,9.0,499,557
1597,SP1,06/10/13,Ath Madrid,Celta,2,1,H,1,0,H,23,3,12,2,12,16,13,0,1,3,0,0,21.0,6.0,19.0,5.0,18.0,8.0,650,291
1598,SP1,06/10/13,Getafe,Betis,3,1,H,3,0,H,11,15,5,4,19,14,5,10,3,3,0,0,10.0,8.0,9.0,10.0,7.0,12.0,366,272
1599,SP1,06/10/13,Sevilla,Almeria,2,1,H,1,1,D,22,11,6,4,14,9,12,3,4,5,0,0,6.0,3.0,11.0,13.0,6.0,15.0,542,144
1600,SP1,19/10/13,Espanol,Ath Madrid,1,0,H,0,0,D,9,6,3,0,16,22,3,3,5,4,0,0,11.0,24.0,11.0,11.0,13.0,8.0,422,650
1601,SP1,19/10/13,Osasuna,Barcelona,0,0,D,0,0,D,4,12,1,3,13,8,2,5,3,2,0,0,6.0,24.0,6.0,13.0,11.0,13.0,244,841
1602,SP1,19/10/13,Real Madrid,Malaga,2,0,H,0,0,D,22,3,15,1,5,12,10,1,1,5,0,0,19.0,9.0,17.0,9.0,16.0,9.0,811,407
1603,SP1,19/10/13,Valencia,Sociedad,1,2,A,0,1,A,16,8,4,3,13,10,8,2,3,1,0,0,13.0,7.0,11.0,11.0,10.0,11.0,557,424
1604,SP1,20/10/13,Almeria,Vallecano,0,1,A,0,0,D,6,16,2,10,21,13,7,6,2,3,0,1,3.0,6.0,11.0,19.0,11.0,18.0,144,226
1605,SP1,20/10/13,Betis,Elche,1,2,A,1,2,A,15,7,7,4,22,8,6,7,4,2,0,1,8.0,9.0,8.0,10.0,10.0,8.0,272,81
1606,SP1,20/10/13,Granada,Getafe,0,2,A,0,0,D,12,15,5,7,21,12,9,3,3,2,1,0,8.0,13.0,5.0,8.0,8.0,6.0,219,366
1607,SP1,20/10/13,Valladolid,Sevilla,2,2,D,0,2,A,11,16,5,6,14,17,6,5,2,3,0,0,6.0,9.0,7.0,13.0,9.0,11.0,115,542
1608,SP1,21/10/13,Ath Bilbao,Villarreal,2,0,H,2,0,H,19,6,3,2,14,13,8,4,5,2,0,1,13.0,17.0,13.0,13.0,15.0,11.0,499,470
1609,SP1,21/10/13,Celta,Levante,0,1,A,0,0,D,15,6,4,3,11,14,2,0,2,1,0,0,6.0,10.0,8.0,12.0,10.0,13.0,291,309
1610,SP1,25/10/13,Vallecano,Valladolid,0,3,A,0,2,A,17,9,4,6,7,27,8,1,2,2,0,0,9.0,7.0,7.0,21.0,8.0,27.0,226,115
1611,SP1,26/10/13,Barcelona,Real Madrid,2,1,H,1,0,H,12,10,5,6,19,16,4,3,2,5,0,0,25.0,22.0,28.0,6.0,33.0,8.0,841,811
1612,SP1,26/10/13,Elche,Granada,0,1,A,0,1,A,8,14,1,3,12,8,5,4,2,3,0,0,12.0,8.0,10.0,12.0,6.0,15.0,81,219
1613,SP1,26/10/13,Levante,Espanol,3,0,H,2,0,H,6,20,3,6,14,23,3,11,2,5,0,0,13.0,14.0,9.0,14.0,8.0,13.0,309,422
1614,SP1,26/10/13,Malaga,Celta,0,5,A,0,2,A,7,16,1,9,14,11,5,6,2,0,0,0,9.0,6.0,11.0,9.0,12.0,10.0,407,291
1615,SP1,27/10/13,Ath Madrid,Betis,5,0,H,1,0,H,16,9,12,1,14,7,6,5,0,2,0,0,24.0,8.0,21.0,7.0,23.0,11.0,650,272
1616,SP1,27/10/13,Sevilla,Osasuna,2,1,H,0,0,D,23,7,4,3,11,11,9,3,1,4,0,1,10.0,7.0,15.0,16.0,12.0,13.0,542,244
1617,SP1,27/10/13,Sociedad,Almeria,3,0,H,1,0,H,10,15,3,4,10,14,3,7,1,3,0,0,10.0,3.0,8.0,10.0,7.0,12.0,424,144
1618,SP1,27/10/13,Villarreal,Valencia,4,1,H,2,0,H,15,16,8,8,14,13,6,9,3,2,0,0,17.0,13.0,15.0,9.0,17.0,10.0,470,557
1619,SP1,28/10/13,Getafe,Ath Bilbao,0,1,A,0,1,A,14,6,3,5,13,22,9,4,0,3,0,0,16.0,16.0,14.0,11.0,12.0,13.0,366,499
1620,SP1,29/10/13,Celta,Barcelona,0,3,A,0,1,A,12,20,4,8,17,12,5,7,3,1,0,0,9.0,28.0,13.0,13.0,10.0,13.0,291,841
1621,SP1,29/10/13,Espanol,Malaga,0,0,D,0,0,D,12,14,3,5,20,11,8,6,1,3,0,0,14.0,9.0,12.0,14.0,12.0,18.0,422,407
1622,SP1,30/10/13,Osasuna,Vallecano,3,1,H,2,0,H,10,21,6,5,10,9,5,10,0,2,1,0,7.0,9.0,7.0,15.0,7.0,16.0,244,226
1623,SP1,30/10/13,Real Madrid,Sevilla,7,3,H,3,2,H,18,16,10,6,17,15,2,1,3,2,0,1,22.0,13.0,20.0,11.0,23.0,12.0,811,542
1624,SP1,30/10/13,Valencia,Almeria,1,2,A,1,0,H,19,8,7,4,14,17,5,2,0,5,0,0,13.0,3.0,13.0,17.0,12.0,16.0,557,144
1625,SP1,30/10/13,Valladolid,Sociedad,2,2,D,0,1,A,18,16,7,6,15,7,11,4,4,1,0,0,10.0,13.0,12.0,15.0,12.0,14.0,115,424
1626,SP1,31/10/13,Ath Bilbao,Elche,2,2,D,0,1,A,17,11,5,6,11,10,8,3,3,2,0,0,19.0,12.0,16.0,13.0,15.0,15.0,499,81
1627,SP1,31/10/13,Betis,Levante,0,0,D,0,0,D,16,17,5,4,12,14,4,3,1,6,1,0,8.0,16.0,9.0,17.0,13.0,12.0,272,309
1628,SP1,31/10/13,Granada,Ath Madrid,1,2,A,0,1,A,10,7,1,6,15,16,5,5,2,2,0,1,11.0,27.0,6.0,10.0,10.0,9.0,219,650
1629,SP1,31/10/13,Villarreal,Getafe,0,2,A,0,1,A,12,9,3,4,12,14,9,8,1,4,1,0,20.0,16.0,19.0,10.0,17.0,8.0,470,366
1630,SP1,01/11/13,Barcelona,Espanol,1,0,H,0,0,D,19,8,5,2,7,19,9,2,1,3,0,0,31.0,15.0,33.0,7.0,30.0,10.0,841,422
1631,SP1,02/11/13,Almeria,Valladolid,1,0,H,1,0,H,14,8,7,2,15,13,3,5,4,2,0,1,6.0,11.0,13.0,24.0,16.0,22.0,144,115
1632,SP1,02/11/13,Sevilla,Celta,0,1,A,0,0,D,14,17,4,4,12,15,10,5,2,1,0,0,13.0,9.0,20.0,24.0,20.0,19.0,542,291
1633,SP1,02/11/13,Sociedad,Osasuna,5,0,H,1,0,H,17,5,8,1,8,6,9,2,2,0,0,1,14.0,10.0,13.0,12.0,12.0,13.0,424,244
1634,SP1,02/11/13,Vallecano,Real Madrid,2,3,A,0,2,A,23,11,6,5,13,12,6,1,3,5,0,0,9.0,25.0,8.0,27.0,15.0,29.0,226,811
1635,SP1,03/11/13,Ath Madrid,Ath Bilbao,2,0,H,2,0,H,15,2,8,0,15,21,3,0,5,2,0,1,30.0,20.0,28.0,8.0,29.0,9.0,650,499
1636,SP1,03/11/13,Getafe,Valencia,0,1,A,0,1,A,14,16,5,5,17,7,6,6,6,2,0,0,19.0,13.0,16.0,12.0,16.0,17.0,366,557
1637,SP1,03/11/13,Levante,Granada,0,1,A,0,0,D,13,15,7,5,15,15,5,7,2,3,0,0,17.0,11.0,12.0,14.0,11.0,16.0,309,219
1638,SP1,03/11/13,Malaga,Betis,3,2,H,1,1,D,10,8,4,3,20,12,2,3,2,2,0,0,10.0,9.0,11.0,14.0,11.0,19.0,407,272
1639,SP1,04/11/13,Elche,Villarreal,0,1,A,0,0,D,5,16,0,6,19,11,9,9,3,3,0,0,13.0,20.0,12.0,15.0,14.0,17.0,81,470
1640,SP1,08/11/13,Granada,Malaga,3,1,H,0,0,D,16,17,10,6,17,17,7,5,3,3,0,0,14.0,13.0,8.0,12.0,9.0,12.0,219,407
1641,SP1,08/11/13,Osasuna,Almeria,0,1,A,0,1,A,20,4,5,2,9,16,12,5,2,3,0,0,10.0,9.0,10.0,21.0,13.0,17.0,244,144
1642,SP1,09/11/13,Ath Bilbao,Levante,2,1,H,0,1,A,21,7,9,3,19,24,11,2,3,5,1,0,20.0,17.0,18.0,17.0,18.0,16.0,499,309
1643,SP1,09/11/13,Celta,Vallecano,0,2,A,0,1,A,16,16,4,4,16,19,8,4,3,2,0,0,12.0,9.0,14.0,16.0,16.0,22.0,291,226
1644,SP1,09/11/13,Getafe,Elche,1,1,D,1,0,H,10,10,2,5,17,16,4,7,3,6,0,0,19.0,13.0,16.0,13.0,16.0,15.0,366,81
1645,SP1,09/11/13,Real Madrid,Sociedad,5,1,H,4,0,H,17,8,8,3,16,9,2,7,2,1,0,0,28.0,17.0,30.0,16.0,34.0,16.0,811,424
1646,SP1,10/11/13,Betis,Barcelona,1,4,A,0,2,A,16,11,5,8,18,12,9,0,3,2,0,0,9.0,34.0,11.0,20.0,13.0,17.0,272,841
1647,SP1,10/11/13,Espanol,Sevilla,1,3,A,1,2,A,15,12,2,4,19,11,5,4,2,3,1,0,15.0,13.0,12.0,15.0,15.0,22.0,422,542
1648,SP1,10/11/13,Valencia,Valladolid,2,2,D,1,1,D,19,11,6,6,8,17,6,6,1,5,0,0,16.0,11.0,15.0,19.0,14.0,20.0,557,115
1649,SP1,10/11/13,Villarreal,Ath Madrid,1,1,D,0,1,A,15,7,3,1,14,22,5,1,3,4,0,0,23.0,33.0,20.0,12.0,23.0,11.0,470,650
1650,SP1,22/11/13,Valladolid,Osasuna,0,1,A,0,0,D,7,10,3,3,8,17,6,1,4,4,0,0,12.0,10.0,16.0,20.0,14.0,24.0,115,244
1651,SP1,23/11/13,Almeria,Real Madrid,0,5,A,0,1,A,12,35,4,15,15,7,1,6,1,2,0,0,12.0,31.0,15.0,24.0,22.0,27.0,144,811
1652,SP1,23/11/13,Ath Madrid,Getafe,7,0,H,2,0,H,24,2,13,1,10,12,8,3,2,2,0,1,34.0,20.0,31.0,9.0,31.0,10.0,650,366
1653,SP1,23/11/13,Barcelona,Granada,4,0,H,2,0,H,13,10,8,3,19,19,3,7,2,2,0,1,37.0,17.0,38.0,8.0,38.0,8.0,841,219
1654,SP1,23/11/13,Sociedad,Celta,4,3,H,1,2,A,23,10,12,5,11,24,7,3,2,2,0,1,17.0,12.0,19.0,17.0,14.0,14.0,424,291
1655,SP1,24/11/13,Elche,Valencia,2,1,H,0,0,D,9,25,3,8,14,10,2,7,3,2,0,0,14.0,17.0,13.0,17.0,15.0,17.0,81,557
1656,SP1,24/11/13,Levante,Villarreal,0,3,A,0,1,A,5,23,1,9,17,17,5,4,1,1,1,0,17.0,24.0,13.0,17.0,14.0,16.0,309,470
1657,SP1,24/11/13,Sevilla,Betis,4,0,H,2,0,H,16,8,4,1,16,21,3,1,1,4,0,1,16.0,9.0,23.0,26.0,23.0,32.0,542,272
1658,SP1,24/11/13,Vallecano,Espanol,1,4,A,0,1,A,16,8,4,5,15,12,7,3,3,3,1,0,12.0,15.0,12.0,30.0,9.0,31.0,226,422
1659,SP1,25/11/13,Malaga,Ath Bilbao,1,2,A,1,0,H,8,10,1,6,20,9,5,3,4,1,1,0,13.0,23.0,15.0,19.0,13.0,17.0,407,499
1660,SP1,29/11/13,Getafe,Levante,1,0,H,0,0,D,15,11,2,1,15,19,4,5,3,1,0,0,20.0,17.0,17.0,21.0,17.0,18.0,366,309
1661,SP1,29/11/13,Villarreal,Malaga,1,1,D,1,0,H,7,8,3,3,12,11,9,8,1,4,0,0,27.0,13.0,24.0,13.0,22.0,17.0,470,407
1662,SP1,30/11/13,Celta,Almeria,3,1,H,1,1,D,17,6,6,3,11,12,7,3,1,2,0,0,12.0,12.0,17.0,22.0,15.0,21.0,291,144
1663,SP1,30/11/13,Elche,Ath Madrid,0,2,A,0,0,D,10,12,2,4,14,13,9,6,2,4,0,0,17.0,37.0,15.0,18.0,21.0,18.0,81,650
1664,SP1,30/11/13,Espanol,Sociedad,1,2,A,1,0,H,13,15,4,6,17,12,5,7,4,3,0,0,18.0,20.0,17.0,19.0,17.0,23.0,422,424
1665,SP1,30/11/13,Real Madrid,Valladolid,4,0,H,2,0,H,26,9,12,3,6,8,10,1,1,1,0,0,34.0,12.0,40.0,17.0,37.0,20.0,811,115
1666,SP1,01/12/13,Ath Bilbao,Barcelona,1,0,H,0,0,D,15,11,6,2,16,10,4,5,3,4,0,0,26.0,40.0,22.0,19.0,28.0,19.0,499,841
1667,SP1,01/12/13,Betis,Vallecano,2,2,D,1,0,H,12,9,4,5,21,16,8,4,3,5,0,0,9.0,12.0,12.0,28.0,14.0,24.0,272,226
1668,SP1,01/12/13,Granada,Sevilla,1,2,A,0,1,A,17,13,8,7,13,14,8,3,4,7,0,0,17.0,19.0,11.0,17.0,18.0,14.0,219,542
1669,SP1,01/12/13,Valencia,Osasuna,3,0,H,1,0,H,24,6,11,1,15,11,7,1,1,1,0,1,17.0,13.0,18.0,23.0,18.0,21.0,557,244
1670,SP1,13/12/13,Levante,Elche,2,1,H,1,1,D,9,7,3,2,11,9,5,3,4,4,0,0,17.0,17.0,13.0,21.0,16.0,21.0,309,81
1671,SP1,14/12/13,Barcelona,Villarreal,2,1,H,1,0,H,13,3,7,1,7,12,7,4,1,1,0,0,40.0,28.0,42.0,9.0,46.0,9.0,841,470
1672,SP1,14/12/13,Malaga,Getafe,1,0,H,0,0,D,21,6,4,3,17,14,7,4,4,4,0,0,14.0,23.0,17.0,22.0,16.0,26.0,407,366
1673,SP1,14/12/13,Osasuna,Real Madrid,2,2,D,2,1,H,11,17,7,4,9,14,5,6,4,1,1,1,13.0,37.0,11.0,25.0,20.0,22.0,244,811
1674,SP1,14/12/13,Vallecano,Granada,0,2,A,0,1,A,17,13,8,3,20,21,7,3,4,5,1,0,13.0,17.0,15.0,36.0,13.0,36.0,226,219
1675,SP1,15/12/13,Almeria,Espanol,0,0,D,0,0,D,10,16,4,6,10,17,5,5,0,2,0,0,12.0,18.0,16.0,32.0,20.0,32.0,144,422
1676,SP1,15/12/13,Ath Madrid,Valencia,3,0,H,0,0,D,14,3,6,0,9,14,8,1,2,4,0,0,40.0,20.0,40.0,9.0,42.0,11.0,650,557
1677,SP1,15/12/13,Sevilla,Ath Bilbao,1,1,D,1,1,D,14,13,2,4,21,9,8,9,4,2,0,0,22.0,29.0,29.0,27.0,30.0,27.0,542,499
1678,SP1,15/12/13,Sociedad,Betis,5,1,H,1,1,D,20,15,9,4,8,12,11,1,4,2,0,0,23.0,10.0,25.0,21.0,25.0,26.0,424,272
1679,SP1,16/12/13,Valladolid,Celta,3,0,H,0,0,D,11,14,6,3,17,17,7,5,3,1,0,1,12.0,15.0,16.0,25.0,22.0,26.0,115,291
